per_idx,cat_idx,dt_idx,et_idx,is_adj,val
310,12,0,1,0,1.6
310,12,0,2,1,0.1
310,12,0,2,0,0.1
310,12,2,0,1,0.3
310,12,2,0,0,0.8
311,12,1,0,0,54992
311,12,1,0,1,54882
311,12,0,1,1,1.5
311,12,0,1,0,1.5
311,12,0,2,1,0.2
311,12,0,2,0,0.2
311,12,2,0,1,0.2
311,12,2,0,0,1.6
312,12,1,0,0,58647
312,12,1,0,1,55275
312,12,0,1,1,1.5
312,12,0,1,0,1.5
312,12,0,2,1,0.1
312,12,0,2,0,0.1
312,12,2,0,1,0.7
312,12,2,0,0,6.6
313,12,1,0,0,54471
313,12,1,0,1,55021
313,12,0,1,1,1.6
313,12,0,1,0,1.6
313,12,0,2,1,0.1
313,12,0,2,0,0.1
313,12,2,0,1,-0.5
313,12,2,0,0,-7.1
314,12,1,0,0,50561
314,12,1,0,1,55077
314,12,0,1,1,1.6
314,12,0,1,0,1.6
314,12,0,2,1,0.1
314,12,0,2,0,0.1
314,12,2,0,1,0.1
314,12,2,0,0,-7.2
315,12,1,0,0,56897
315,12,1,0,1,55240
315,12,0,1,1,0.7
315,12,0,1,0,0.7
315,12,0,2,1,0.1
315,12,0,2,0,0.1
315,12,2,0,1,0.3
315,12,2,0,0,12.5
316,12,1,0,0,53212
316,12,1,0,1,55545
316,12,0,1,1,0.7
316,12,0,1,0,0.7
316,12,0,2,1,0.2
316,12,0,2,0,0.2
316,12,2,0,1,0.6
316,12,2,0,0,-6.5
317,12,1,0,0,57377
317,12,1,0,1,55490
317,12,0,1,1,0.6
317,12,0,1,0,0.6
317,12,0,2,1,0.2
317,12,0,2,0,0.2
317,12,2,0,1,-0.1
317,12,2,0,0,7.8
318,12,1,0,0,55626
318,12,1,0,1,55349
318,12,0,1,1,0.6
318,12,0,1,0,0.6
318,12,0,2,1,0.2
318,12,0,2,0,0.2
318,12,2,0,1,-0.3
318,12,2,0,0,-3.1
319,12,1,0,0,56217
319,12,1,0,1,55716
319,12,0,1,1,0.7
319,12,0,1,0,0.7
319,12,0,2,1,0.1
319,12,0,2,0,0.1
319,12,2,0,1,0.7
319,12,2,0,0,1.1
320,12,1,0,0,56496
320,12,1,0,1,55552
320,12,0,1,1,0.6
320,12,0,1,0,0.6
320,12,0,2,1,0.1
320,12,0,2,0,0.1
320,12,2,0,1,-0.3
320,12,2,0,0,0.5
321,12,1,0,0,54381
321,12,1,0,1,55661
321,12,0,1,1,0.6
321,12,0,1,0,0.6
321,12,0,2,1,0.1
321,12,0,2,0,0.1
321,12,2,0,1,0.2
321,12,2,0,0,-3.7
322,12,1,0,0,55444
322,12,1,0,1,55835
322,12,0,1,1,0.6
322,12,0,1,0,0.6
322,12,0,2,1,0.1
322,12,0,2,0,0.1
322,12,2,0,1,0.3
322,12,2,0,0,2
323,12,1,0,0,55933
323,12,1,0,1,55821
323,12,0,1,1,0.6
323,12,0,1,0,0.6
323,12,0,2,1,0.1
323,12,0,2,0,0.1
323,12,2,0,1,0
323,12,2,0,0,0.9
324,12,1,0,0,58482
324,12,1,0,1,55486
324,12,0,1,1,0.7
324,12,0,1,0,0.7
324,12,0,2,1,0.3
324,12,0,2,0,0.3
324,12,2,0,1,-0.6
324,12,2,0,0,4.6
325,12,1,0,0,56547
325,12,1,0,1,56660
325,12,0,1,1,0.6
325,12,0,1,0,0.6
325,12,0,2,1,0.2
325,12,0,2,0,0.2
325,12,2,0,1,2.1
325,12,2,0,0,-3.3
326,12,1,0,0,50662
326,12,1,0,1,55248
326,12,0,1,1,0.6
326,12,0,1,0,0.6
326,12,0,2,1,0.1
326,12,0,2,0,0.1
326,12,2,0,1,-2.5
326,12,2,0,0,-10.4
327,12,1,0,0,56503
327,12,1,0,1,56334
327,12,0,1,1,0.6
327,12,0,1,0,0.6
327,12,0,2,1,0.1
327,12,0,2,0,0.1
327,12,2,0,1,2
327,12,2,0,0,11.5
328,12,1,0,0,55315
328,12,1,0,1,56502
328,12,0,1,1,0.7
328,12,0,1,0,0.7
328,12,0,2,1,0.2
328,12,0,2,0,0.2
328,12,2,0,1,0.3
328,12,2,0,0,-2.1
329,12,1,0,0,58830
329,12,1,0,1,56622
329,12,0,1,1,0.7
329,12,0,1,0,0.7
329,12,0,2,1,0.1
329,12,0,2,0,0.1
329,12,2,0,1,0.2
329,12,2,0,0,6.4
330,12,1,0,0,56948
330,12,1,0,1,57005
330,12,0,1,1,0.7
330,12,0,1,0,0.7
330,12,0,2,1,0.1
330,12,0,2,0,0.1
330,12,2,0,1,0.7
330,12,2,0,0,-3.2
331,12,1,0,0,58557
331,12,1,0,1,57692
331,12,0,1,1,0.7
331,12,0,1,0,0.7
331,12,0,2,1,0.1
331,12,0,2,0,0.1
331,12,2,0,1,1.2
331,12,2,0,0,2.8
332,12,1,0,0,59028
332,12,1,0,1,57701
332,12,0,1,1,0.7
332,12,0,1,0,0.7
332,12,0,2,1,0.1
332,12,0,2,0,0.1
332,12,2,0,1,0
332,12,2,0,0,0.8
333,12,1,0,0,55217
333,12,1,0,1,57220
333,12,0,1,1,0.8
333,12,0,1,0,0.8
333,12,0,2,1,0.1
333,12,0,2,0,0.1
333,12,2,0,1,-0.8
333,12,2,0,0,-6.5
334,12,1,0,0,57258
334,12,1,0,1,57201
334,12,0,1,1,0.8
334,12,0,1,0,0.8
334,12,0,2,1,0.1
334,12,0,2,0,0.1
334,12,2,0,1,0
334,12,2,0,0,3.7
335,12,1,0,0,58185
335,12,1,0,1,57438
335,12,0,1,1,0.8
335,12,0,1,0,0.8
335,12,0,2,1,0.2
335,12,0,2,0,0.2
335,12,2,0,1,0.4
335,12,2,0,0,1.6
336,12,1,0,0,59812
336,12,1,0,1,57622
336,12,0,1,1,0.7
336,12,0,1,0,0.7
336,12,0,2,1,0.2
336,12,0,2,0,0.2
336,12,2,0,1,0.3
336,12,2,0,0,2.8
337,12,1,0,0,57667
337,12,1,0,1,57495
337,12,0,1,1,0.7
337,12,0,1,0,0.7
337,12,0,2,1,0.1
337,12,0,2,0,0.1
337,12,2,0,1,-0.2
337,12,2,0,0,-3.6
338,12,1,0,0,54845
338,12,1,0,1,57369
338,12,0,1,1,0.8
338,12,0,1,0,0.8
338,12,0,2,1,0.1
338,12,0,2,0,0.1
338,12,2,0,1,-0.2
338,12,2,0,0,-4.9
339,12,1,0,0,71737
339,12,1,0,1,72829
339,12,0,1,1,0.7
339,12,0,1,0,0.7
339,12,0,2,1,0.1
339,12,0,2,0,0.1
339,12,2,0,1,26.9
339,12,2,0,0,30.8
