Decade	Year	Commodity	EndUse	Category	Item	Unit	PublishValue
1980's	1981	Spinach	Canning	Supply	Beginning Stocks	Million pounds	73.8
1980's	1981	Spinach	Canning	Supply	Total Supply	Million pounds	188.1
1980's	1981	Spinach	Canning	Availability	Exports	Million pounds	1
1980's	1981	Spinach	Canning	Availability	Ending Stocks	Million pounds	68.4
1980's	1981	Spinach	Canning	Availability	Domestic Availability	Million pounds	118.7
1980's	1981	Spinach	Canning	Availability	Per Capita Availability	Pounds	0.52
1980's	1981	Spinach	Canning	Season Average Price	Current Dollars	$/ton	90.11
1980's	1981	Spinach	Canning	Season Average Price	Constant 2012 Dollars	$/ton	194.73
1980's	1981	Spinach	Freezing	Supply	Production	Million pounds	191.4
1980's	1981	Spinach	Freezing	Supply	Beginning Stocks	Million pounds	77.1
1980's	1981	Spinach	Freezing	Supply	Total Supply	Million pounds	268.5
1980's	1981	Spinach	Freezing	Availability	Exports	Million pounds	5.9
1980's	1981	Spinach	Freezing	Availability	Ending Stocks	Million pounds	90.2
1980's	1981	Spinach	Freezing	Availability	Domestic Availability	Million pounds	172.4
1980's	1981	Spinach	Freezing	Availability	Per Capita Availability	Pounds	0.75
1980's	1981	Spinach	Freezing	Season Average Price	Current Dollars	$/ton	83.56
1980's	1981	Spinach	Freezing	Season Average Price	Constant 2012 Dollars	$/ton	180.57
1980's	1981	Spinach	Fresh	Supply	Production	Million pounds	142.6
1980's	1981	Spinach	Fresh	Supply	Total Supply	Million pounds	142.6
1980's	1981	Spinach	Fresh	Availability	Exports	Million pounds	21.4
1980's	1981	Spinach	Fresh	Availability	Domestic Availability	Million pounds	121.2
1980's	1981	Spinach	Fresh	Availability	Per Capita Availability	Pounds	0.53
1980's	1981	Spinach	Fresh	Season Average Price	Current Dollars	$/cwt	27.4
1980's	1981	Spinach	Fresh	Season Average Price	Constant 2012 Dollars	$/cwt	59.21
1980's	1981	Squash	All uses	Supply	Production	Million pounds	453.8
1980's	1981	Squash	All uses	Supply	Imports	Million pounds	80.9
1980's	1981	Squash	All uses	Supply	Total Supply	Million pounds	534.6
1980's	1981	Squash	All uses	Availability	Domestic Availability	Million pounds	534.6
1980's	1981	Squash	All uses	Availability	Per Capita Availability	Pounds	2.32
1980's	1981	Squash	All uses	Season Average Price	Current Dollars	$/cwt	23.14
1980's	1981	Squash	All uses	Season Average Price	Constant 2012 Dollars	$/cwt	50.01
1980's	1981	Sweet Corn	Canning	Supply	Production	Million pounds	3092.4
1980's	1981	Sweet Corn	Canning	Supply	Imports	Million pounds	11
1980's	1981	Sweet Corn	Canning	Supply	Beginning Stocks	Million pounds	1967.1
1980's	1981	Sweet Corn	Canning	Supply	Total Supply	Million pounds	5070.5
1980's	1981	Sweet Corn	Canning	Availability	Exports	Million pounds	386.8
1980's	1981	Sweet Corn	Canning	Availability	Ending Stocks	Million pounds	1891.9
1980's	1981	Sweet Corn	Canning	Availability	Domestic Availability	Million pounds	2791.9
1980's	1981	Sweet Corn	Canning	Availability	Per Capita Availability	Pounds	12.14
1980's	1981	Sweet Corn	Canning	Season Average Price	Current Dollars	$/ton	63.2
1980's	1981	Sweet Corn	Canning	Season Average Price	Constant 2012 Dollars	$/ton	136.58
1980's	1981	Sweet Corn	Freezing	Supply	Production	Million pounds	1663.9
1980's	1981	Sweet Corn	Freezing	Supply	Imports	Million pounds	0
1980's	1981	Sweet Corn	Freezing	Supply	Beginning Stocks	Million pounds	1000.5
1980's	1981	Sweet Corn	Freezing	Supply	Total Supply	Million pounds	2664.5
1980's	1981	Sweet Corn	Freezing	Availability	Exports	Million pounds	289.9
1980's	1981	Sweet Corn	Freezing	Availability	Ending Stocks	Million pounds	931.4
1980's	1981	Sweet Corn	Freezing	Availability	Domestic Availability	Million pounds	1443.2
1980's	1981	Sweet Corn	Freezing	Availability	Per Capita Availability	Pounds	6.28
1980's	1981	Sweet Corn	Freezing	Season Average Price	Current Dollars	$/ton	62.9
1980's	1981	Sweet Corn	Freezing	Season Average Price	Constant 2012 Dollars	$/ton	135.93
1980's	1981	Sweet Corn	Fresh	Supply	Production	Million pounds	1475.2
1980's	1981	Sweet Corn	Fresh	Supply	Imports	Million pounds	0.4
1980's	1981	Sweet Corn	Fresh	Supply	Total Supply	Million pounds	1475.6
1980's	1981	Sweet Corn	Fresh	Availability	Exports	Million pounds	42.2
1980's	1981	Sweet Corn	Fresh	Availability	Domestic Availability	Million pounds	1433.4
1980's	1981	Sweet Corn	Fresh	Availability	Per Capita Availability	Pounds	6.23
1980's	1981	Sweet Corn	Fresh	Season Average Price	Current Dollars	$/cwt	11.6
1980's	1981	Sweet Corn	Fresh	Season Average Price	Constant 2012 Dollars	$/cwt	25.07
1980's	1981	Sweet Potatoes	All uses	Supply	Production	Million pounds	1279.9
1980's	1981	Sweet Potatoes	All uses	Supply	Imports	Million pounds	7.9
1980's	1981	Sweet Potatoes	All uses	Supply	Beginning Stocks	Million pounds	69.2
1980's	1981	Sweet Potatoes	All uses	Supply	Total Supply	Million pounds	1357
1980's	1981	Sweet Potatoes	All uses	Availability	Exports	Million pounds	19.8
1980's	1981	Sweet Potatoes	All uses	Availability	Ending Stocks	Million pounds	91.5
1980's	1981	Sweet Potatoes	All uses	Availability	Seed Use	Million pounds	110.8
1980's	1981	Sweet Potatoes	All uses	Availability	"Feed use, Shrink and Loss"	Million pounds	60.6
1980's	1981	Sweet Potatoes	All uses	Availability	Domestic Availability	Million pounds	1074.3
1980's	1981	Sweet Potatoes	All uses	Availability	Per Capita Availability	Pounds	4.67
1980's	1981	Sweet Potatoes	All uses	Season Average Price	Current Dollars	$/cwt	13.6
1980's	1981	Sweet Potatoes	All uses	Season Average Price	Constant 2012 Dollars	$/cwt	29.39
1980's	1981	Tomatoes	Fresh	Supply	Production	Million pounds	2607
1980's	1981	Tomatoes	Fresh	Supply	Imports	Million pounds	525.9
1980's	1981	Tomatoes	Fresh	Supply	Total Supply	Million pounds	3132.9
1980's	1981	Tomatoes	Fresh	Availability	Exports	Million pounds	269.5
1980's	1981	Tomatoes	Fresh	Availability	Domestic Availability	Million pounds	2831.4
1980's	1981	Tomatoes	Fresh	Availability	Per Capita Availability	Pounds	12.31
1980's	1981	Tomatoes	Fresh	Season Average Price	Current Dollars	$/cwt	21.4
1980's	1981	Tomatoes	Fresh	Season Average Price	Constant 2012 Dollars	$/cwt	46.25
1980's	1981	Tomatoes	Processing	Supply	Production	Million pounds	11432.3
1980's	1981	Tomatoes	Processing	Supply	Imports	Million pounds	534.8
1980's	1981	Tomatoes	Processing	Supply	Beginning Stocks	Million pounds	7442.1
1980's	1981	Tomatoes	Processing	Supply	Total Supply	Million pounds	19409.1
1980's	1981	Tomatoes	Processing	Availability	Exports	Million pounds	341
1980's	1981	Tomatoes	Processing	Availability	Ending Stocks	Million pounds	5315.3
1980's	1981	Tomatoes	Processing	Availability	Domestic Availability	Million pounds	13641.4
1980's	1981	Tomatoes	Processing	Availability	Per Capita Availability	Pounds	59.32
1980's	1981	Tomatoes	Processing	Season Average Price	Current Dollars	$/ton	67.5
1980's	1981	Tomatoes	Processing	Season Average Price	Constant 2012 Dollars	$/ton	145.87
1980's	1981	Total vegetables	Canning	Supply	Production	Million pounds	19005.1
1980's	1981	Total vegetables	Canning	Supply	Imports	Million pounds	790.8
1980's	1981	Total vegetables	Canning	Supply	Beginning Stocks	Million pounds	12098.6
1980's	1981	Total vegetables	Canning	Supply	Total Supply	Million pounds	31894.5
1980's	1981	Total vegetables	Canning	Availability	Exports	Million pounds	769.2
1980's	1981	Total vegetables	Canning	Availability	Ending Stocks	Million pounds	9466.6
1980's	1981	Total vegetables	Canning	Availability	Domestic Availability	Million pounds	21547.2
1980's	1981	Total vegetables	Canning	Availability	Per Capita Availability	Pounds	93.7
1980's	1981	Total vegetables	Canning	Trade Shares	Availability Imported	Percent	3.7
1980's	1981	Total vegetables	Canning	Trade Shares	Supply Exported	Percent	2.4
1980's	1981	Total vegetables	Canning	Total	U.S. Population on July 1	Millions	230
1980's	1981	Total vegetables	Freezing	Supply	Production	Million pounds	4057.7
1980's	1981	Total vegetables	Freezing	Supply	Imports	Million pounds	115.2
1980's	1981	Total vegetables	Freezing	Supply	Beginning Stocks	Million pounds	2569.1
1980's	1981	Total vegetables	Freezing	Supply	Total Supply	Million pounds	6742
1980's	1981	Total vegetables	Freezing	Availability	Exports	Million pounds	457
1980's	1981	Total vegetables	Freezing	Availability	Ending Stocks	Million pounds	2430.7
1980's	1981	Total vegetables	Freezing	Availability	Domestic Availability	Million pounds	3854.2
1980's	1981	Total vegetables	Freezing	Availability	Per Capita Availability	Pounds	16.76
1980's	1981	Total vegetables	Freezing	Trade Shares	Availability Imported	Percent	3
1980's	1981	Total vegetables	Freezing	Trade Shares	Supply Exported	Percent	6.8
1980's	1981	Total vegetables	Freezing	Total	U.S. Population on July 1	Millions	230
1980's	1981	Total vegetables	Fresh	Supply	Production	Million pounds	22286.6
1980's	1981	Total vegetables	Fresh	Supply	Imports	Million pounds	1550.6
1980's	1981	Total vegetables	Fresh	Supply	Beginning Stocks	Million pounds	690.5
1980's	1981	Total vegetables	Fresh	Supply	Total Supply	Million pounds	24527.6
1980's	1981	Total vegetables	Fresh	Availability	Exports	Million pounds	2089.2
1980's	1981	Total vegetables	Fresh	Availability	Ending Stocks	Million pounds	644.3
1980's	1981	Total vegetables	Fresh	Availability	Shrink and Loss	Million pounds	300.3
1980's	1981	Total vegetables	Fresh	Availability	Domestic Availability	Million pounds	21493.9
1980's	1981	Total vegetables	Fresh	Availability	Per Capita Availability	Pounds	93.47
1980's	1981	Total vegetables	Fresh	Trade Shares	Availability Imported	Percent	7.2
1980's	1981	Total vegetables	Fresh	Trade Shares	Supply Exported	Percent	8.5
1980's	1981	Total vegetables	Fresh	Total	U.S. Population on July 1	Millions	230
1980's	1982	Artichokes	All uses	Supply	Production	Million pounds	116.3
1980's	1982	Artichokes	All uses	Supply	Imports	Million pounds	79.2
1980's	1982	Artichokes	All uses	Supply	Total Supply	Million pounds	195.5
1980's	1982	Artichokes	All uses	Availability	Exports	Million pounds	4.4
1980's	1982	Artichokes	All uses	Availability	Domestic Availability	Million pounds	191.1
1980's	1982	Artichokes	All uses	Availability	Per Capita Availability	Pounds	0.82
1980's	1982	Artichokes	All uses	Season Average Price	Current Dollars	$/cwt	32.1
1980's	1982	Artichokes	All uses	Season Average Price	Constant 2012 Dollars	$/cwt	65.33
1980's	1982	Asparagus	Canning	Supply	Production	Million pounds	68.9
1980's	1982	Asparagus	Canning	Supply	Imports	Million pounds	5.6
1980's	1982	Asparagus	Canning	Supply	Beginning Stocks	Million pounds	26.8
1980's	1982	Asparagus	Canning	Supply	Total Supply	Million pounds	101.3
1980's	1982	Asparagus	Canning	Availability	Exports	Million pounds	3.3
1980's	1982	Asparagus	Canning	Availability	Ending Stocks	Million pounds	31.9
1980's	1982	Asparagus	Canning	Availability	Domestic Availability	Million pounds	66.1
1980's	1982	Asparagus	Canning	Availability	Per Capita Availability	Pounds	0.28
1980's	1982	Asparagus	Freezing	Supply	Production	Million pounds	19.1
1980's	1982	Asparagus	Freezing	Supply	Imports	Million pounds	0.8
1980's	1982	Asparagus	Freezing	Supply	Beginning Stocks	Million pounds	10.7
1980's	1982	Asparagus	Freezing	Supply	Total Supply	Million pounds	30.6
1980's	1982	Asparagus	Freezing	Availability	Exports	Million pounds	0
1980's	1982	Asparagus	Freezing	Availability	Ending Stocks	Million pounds	17
1980's	1982	Asparagus	Freezing	Availability	Domestic Availability	Million pounds	13.6
1980's	1982	Asparagus	Freezing	Availability	Per Capita Availability	Pounds	0.06
1980's	1982	Asparagus	Fresh	Supply	Production	Million pounds	89.4
1980's	1982	Asparagus	Fresh	Supply	Imports	Million pounds	16.1
1980's	1982	Asparagus	Fresh	Supply	Total Supply	Million pounds	105.5
1980's	1982	Asparagus	Fresh	Availability	Exports	Million pounds	17.9
1980's	1982	Asparagus	Fresh	Availability	Domestic Availability	Million pounds	87.6
1980's	1982	Asparagus	Fresh	Availability	Per Capita Availability	Pounds	0.38
1980's	1982	Black Beans	Dry	Supply	Production	Million pounds	25.9
1980's	1982	Black Beans	Dry	Supply	Beginning Stocks	Million pounds	78
1980's	1982	Black Beans	Dry	Supply	Total Supply	Million pounds	103.9
1980's	1982	Black Beans	Dry	Availability	Exports	Million pounds	65.1
1980's	1982	Black Beans	Dry	Availability	Ending Stocks	Million pounds	28.5
1980's	1982	Black Beans	Dry	Availability	Seed Use	Million pounds	0.2
1980's	1982	Black Beans	Dry	Availability	Domestic Availability	Million pounds	10.1
1980's	1982	Black Beans	Dry	Availability	Per Capita Availability	Pounds	0.04
1980's	1982	Blackeye Beans	Dry	Supply	Production	Million pounds	105
1980's	1982	Blackeye Beans	Dry	Supply	Imports	Million pounds	0
1980's	1982	Blackeye Beans	Dry	Supply	Beginning Stocks	Million pounds	55.1
1980's	1982	Blackeye Beans	Dry	Supply	Total Supply	Million pounds	160.1
1980's	1982	Blackeye Beans	Dry	Availability	Exports	Million pounds	31.4
1980's	1982	Blackeye Beans	Dry	Availability	Ending Stocks	Million pounds	59.9
1980's	1982	Blackeye Beans	Dry	Availability	Seed Use	Million pounds	1.6
1980's	1982	Blackeye Beans	Dry	Availability	Domestic Availability	Million pounds	67.3
1980's	1982	Blackeye Beans	Dry	Availability	Per Capita Availability	Pounds	0.29
1980's	1982	Blackeye Beans	Dry	Season Average Price	Current Dollars	$/cwt	23.19
1980's	1982	Blackeye Beans	Dry	Season Average Price	Constant 2012 Dollars	$/cwt	47.2
1980's	1982	Broccoli	Fresh	Supply	Production	Million pounds	541.4
1980's	1982	Broccoli	Fresh	Supply	Imports	Million pounds	0.1
1980's	1982	Broccoli	Fresh	Supply	Total Supply	Million pounds	541.5
1980's	1982	Broccoli	Fresh	Availability	Exports	Million pounds	80.1
1980's	1982	Broccoli	Fresh	Availability	Domestic Availability	Million pounds	461.4
1980's	1982	Broccoli	Fresh	Availability	Per Capita Availability	Pounds	1.99
1980's	1982	Broccoli	Fresh	Season Average Price	Current Dollars	$/cwt	26.7
1980's	1982	Broccoli	Fresh	Season Average Price	Constant 2012 Dollars	$/cwt	54.34
1980's	1982	Broccoli	Processing	Supply	Production	Million pounds	340.4
1980's	1982	Broccoli	Processing	Supply	Imports	Million pounds	42.4
1980's	1982	Broccoli	Processing	Supply	Beginning Stocks	Million pounds	111.8
1980's	1982	Broccoli	Processing	Supply	Total Supply	Million pounds	494.7
1980's	1982	Broccoli	Processing	Availability	Ending Stocks	Million pounds	142.5
1980's	1982	Broccoli	Processing	Availability	Domestic Availability	Million pounds	352.1
1980's	1982	Broccoli	Processing	Availability	Per Capita Availability	Pounds	1.52
1980's	1982	Broccoli	Processing	Season Average Price	Current Dollars	$/ton	390
1980's	1982	Broccoli	Processing	Season Average Price	Constant 2012 Dollars	$/ton	793.78
1980's	1982	Brussels Sprouts	All uses	Supply	Production	Million pounds	61.8
1980's	1982	Brussels Sprouts	All uses	Supply	Imports	Million pounds	13
1980's	1982	Brussels Sprouts	All uses	Supply	Beginning Stocks	Million pounds	68.1
1980's	1982	Brussels Sprouts	All uses	Supply	Total Supply	Million pounds	142.9
1980's	1982	Brussels Sprouts	All uses	Availability	Exports	Million pounds	8.2
1980's	1982	Brussels Sprouts	All uses	Availability	Ending Stocks	Million pounds	60.5
1980's	1982	Brussels Sprouts	All uses	Availability	Domestic Availability	Million pounds	74.2
1980's	1982	Brussels Sprouts	All uses	Availability	Per Capita Availability	Pounds	0.32
1980's	1982	Brussels Sprouts	All uses	Season Average Price	Current Dollars	$/cwt	22.4
1980's	1982	Brussels Sprouts	All uses	Season Average Price	Constant 2012 Dollars	$/cwt	45.59
1980's	1982	Cabbage	Fresh	Supply	Production	Million pounds	2087.7
1980's	1982	Cabbage	Fresh	Supply	Imports	Million pounds	26.6
1980's	1982	Cabbage	Fresh	Supply	Total Supply	Million pounds	2114.3
1980's	1982	Cabbage	Fresh	Availability	Exports	Million pounds	78.3
1980's	1982	Cabbage	Fresh	Availability	Shrink and Loss	Million pounds	49.2
1980's	1982	Cabbage	Fresh	Availability	Domestic Availability	Million pounds	1986.8
1980's	1982	Cabbage	Fresh	Availability	Per Capita Availability	Pounds	8.56
1980's	1982	Cabbage	Fresh	Season Average Price	Current Dollars	$/cwt	9.2
1980's	1982	Cabbage	Fresh	Season Average Price	Constant 2012 Dollars	$/cwt	18.73
1980's	1982	Cabbage	Processing	Supply	Production	Million pounds	440.2
1980's	1982	Cabbage	Processing	Supply	Imports	Million pounds	0.8
1980's	1982	Cabbage	Processing	Supply	Beginning Stocks	Million pounds	365.2
1980's	1982	Cabbage	Processing	Supply	Total Supply	Million pounds	806.1
1980's	1982	Cabbage	Processing	Availability	Ending Stocks	Million pounds	412.1
1980's	1982	Cabbage	Processing	Availability	Domestic Availability	Million pounds	394
1980's	1982	Cabbage	Processing	Availability	Per Capita Availability	Pounds	1.7
1980's	1982	Cabbage	Processing	Season Average Price	Current Dollars	$/ton	35.1
1980's	1982	Cabbage	Processing	Season Average Price	Constant 2012 Dollars	$/ton	71.44
1980's	1982	Carrots	Canning	Supply	Production	Million pounds	299.7
1980's	1982	Carrots	Canning	Supply	Imports	Million pounds	10.3
1980's	1982	Carrots	Canning	Supply	Beginning Stocks	Million pounds	173.2
1980's	1982	Carrots	Canning	Supply	Total Supply	Million pounds	483.1
1980's	1982	Carrots	Canning	Availability	Exports	Million pounds	0
1980's	1982	Carrots	Canning	Availability	Ending Stocks	Million pounds	205.5
1980's	1982	Carrots	Canning	Availability	Domestic Availability	Million pounds	277.6
1980's	1982	Carrots	Canning	Availability	Per Capita Availability	Pounds	1.2
1980's	1982	Carrots	Freezing	Supply	Production	Million pounds	540
1980's	1982	Carrots	Freezing	Supply	Beginning Stocks	Million pounds	273.6
1980's	1982	Carrots	Freezing	Supply	Total Supply	Million pounds	813.6
1980's	1982	Carrots	Freezing	Availability	Exports	Million pounds	22
1980's	1982	Carrots	Freezing	Availability	Ending Stocks	Million pounds	386.3
1980's	1982	Carrots	Freezing	Availability	Domestic Availability	Million pounds	405.3
1980's	1982	Carrots	Freezing	Availability	Per Capita Availability	Pounds	1.75
1980's	1982	Carrots	Freezing	Season Average Price	Current Dollars	$/ton	55
1980's	1982	Carrots	Freezing	Season Average Price	Constant 2012 Dollars	$/ton	111.94
1980's	1982	Carrots	Fresh	Supply	Production	Million pounds	1568.5
1980's	1982	Carrots	Fresh	Supply	Imports	Million pounds	105.1
1980's	1982	Carrots	Fresh	Supply	Total Supply	Million pounds	1673.6
1980's	1982	Carrots	Fresh	Availability	Exports	Million pounds	140.4
1980's	1982	Carrots	Fresh	Availability	Domestic Availability	Million pounds	1533.2
1980's	1982	Carrots	Fresh	Availability	Per Capita Availability	Pounds	6.6
1980's	1982	Carrots	Fresh	Season Average Price	Current Dollars	$/cwt	11.9
1980's	1982	Carrots	Fresh	Season Average Price	Constant 2012 Dollars	$/cwt	24.22
1980's	1982	Cauliflower	Fresh	Supply	Production	Million pounds	342
1980's	1982	Cauliflower	Fresh	Supply	Imports	Million pounds	10.8
1980's	1982	Cauliflower	Fresh	Supply	Total Supply	Million pounds	352.8
1980's	1982	Cauliflower	Fresh	Availability	Exports	Million pounds	44.8
1980's	1982	Cauliflower	Fresh	Availability	Domestic Availability	Million pounds	308
1980's	1982	Cauliflower	Fresh	Availability	Per Capita Availability	Pounds	1.33
1980's	1982	Cauliflower	Fresh	Season Average Price	Current Dollars	$/cwt	31.2
1980's	1982	Cauliflower	Fresh	Season Average Price	Constant 2012 Dollars	$/cwt	63.5
1980's	1982	Cauliflower	Processing	Supply	Production	Million pounds	195.1
1980's	1982	Cauliflower	Processing	Supply	Imports	Million pounds	29.4
1980's	1982	Cauliflower	Processing	Supply	Beginning Stocks	Million pounds	82.7
1980's	1982	Cauliflower	Processing	Supply	Total Supply	Million pounds	307.2
1980's	1982	Cauliflower	Processing	Availability	Ending Stocks	Million pounds	99.4
1980's	1982	Cauliflower	Processing	Availability	Domestic Availability	Million pounds	207.7
1980's	1982	Cauliflower	Processing	Availability	Per Capita Availability	Pounds	0.89
1980's	1982	Cauliflower	Processing	Season Average Price	Current Dollars	$/ton	252
1980's	1982	Cauliflower	Processing	Season Average Price	Constant 2012 Dollars	$/ton	512.9
1980's	1982	Celery	All uses	Supply	Production	Million pounds	1913.9
1980's	1982	Celery	All uses	Supply	Imports	Million pounds	10.2
1980's	1982	Celery	All uses	Supply	Total Supply	Million pounds	1924.1
1980's	1982	Celery	All uses	Availability	Exports	Million pounds	203.1
1980's	1982	Celery	All uses	Availability	Domestic Availability	Million pounds	1721
1980's	1982	Celery	All uses	Availability	Per Capita Availability	Pounds	7.41
1980's	1982	Celery	All uses	Season Average Price	Current Dollars	$/cwt	10.2
1980's	1982	Celery	All uses	Season Average Price	Constant 2012 Dollars	$/cwt	20.76
1980's	1982	Chile peppers	Processing	Supply	Production	Million pounds	486.4
1980's	1982	Chile peppers	Processing	Supply	Imports	Million pounds	230
1980's	1982	Chile peppers	Processing	Supply	Total Supply	Million pounds	716.4
1980's	1982	Chile peppers	Processing	Availability	Exports	Million pounds	7.2
1980's	1982	Chile peppers	Processing	Availability	Domestic Availability	Million pounds	709.2
1980's	1982	Chile peppers	Processing	Availability	Per Capita Availability (Fresh)	Pounds	3.05
1980's	1982	Chile peppers	Processing	Availability	Per Capita Availability (Dry)	Pounds	0.61
1980's	1982	Chile peppers	Processing	Season Average Price	Current Dollars	$/cwt	7.52
1980's	1982	Chile peppers	Processing	Season Average Price	Constant 2012 Dollars	$/cwt	15.32
1980's	1982	Cucumbers	Fresh	Supply	Production	Million pounds	722.2
1980's	1982	Cucumbers	Fresh	Supply	Imports	Million pounds	304.6
1980's	1982	Cucumbers	Fresh	Supply	Total Supply	Million pounds	1026.8
1980's	1982	Cucumbers	Fresh	Availability	Exports	Million pounds	54.9
1980's	1982	Cucumbers	Fresh	Availability	Domestic Availability	Million pounds	971.9
1980's	1982	Cucumbers	Fresh	Availability	Per Capita Availability	Pounds	4.19
1980's	1982	Cucumbers	Fresh	Season Average Price	Current Dollars	$/cwt	12.7
1980's	1982	Cucumbers	Fresh	Season Average Price	Constant 2012 Dollars	$/cwt	25.85
1980's	1982	Cucumbers	Processing	Supply	Production	Million pounds	1179.3
1980's	1982	Cucumbers	Processing	Supply	Imports	Million pounds	7.1
1980's	1982	Cucumbers	Processing	Supply	Beginning Stocks	Million pounds	276.5
1980's	1982	Cucumbers	Processing	Supply	Total Supply	Million pounds	1462.9
1980's	1982	Cucumbers	Processing	Availability	Exports	Million pounds	6.7
1980's	1982	Cucumbers	Processing	Availability	Ending Stocks	Million pounds	270.4
1980's	1982	Cucumbers	Processing	Availability	Domestic Availability	Million pounds	1185.8
1980's	1982	Cucumbers	Processing	Availability	Per Capita Availability	Pounds	5.11
1980's	1982	Edible Beans	Dry	Supply	Production	Million pounds	2556.3
1980's	1982	Edible Beans	Dry	Supply	Imports	Million pounds	1638.5
1980's	1982	Edible Beans	Dry	Supply	Beginning Stocks	Million pounds	4238.8
1980's	1982	Edible Beans	Dry	Supply	Total Supply	Million pounds	0
1980's	1982	Edible Beans	Dry	Availability	Exports	Million pounds	64.1
1980's	1982	Edible Beans	Dry	Availability	Ending Stocks	Million pounds	1705.9
1980's	1982	Edible Beans	Dry	Availability	Seed Use	Million pounds	1405.4
1980's	1982	Edible Beans	Dry	Availability	Domestic Availability	Million pounds	0
1980's	1982	Edible Beans	Dry	Availability	Per Capita Availability	Pounds	14.2
1980's	1982	Edible Beans	Dry	Season Average Price	Current Dollars	$/cwt	28.9
1980's	1982	Edible Beans	Dry	Season Average Price	Constant 2012 Dollars	$/cwt	2.58
1980's	1982	Eggplant	All uses	Supply	Production	Million pounds	85
1980's	1982	Eggplant	All uses	Supply	Imports	Million pounds	34.3
1980's	1982	Eggplant	All uses	Supply	Total Supply	Million pounds	119.3
1980's	1982	Eggplant	All uses	Availability	Domestic Availability	Million pounds	119.3
1980's	1982	Eggplant	All uses	Availability	Per Capita Availability	Pounds	0.51
1980's	1982	Eggplant	All uses	Season Average Price	Current Dollars	$/cwt	17.45
1980's	1982	Eggplant	All uses	Season Average Price	Constant 2012 Dollars	$/cwt	35.52
1980's	1982	Escarole & Endive	All uses	Supply	Production	Million pounds	84.3
1980's	1982	Escarole & Endive	All uses	Supply	Imports	Million pounds	3.3
1980's	1982	Escarole & Endive	All uses	Supply	Total Supply	Million pounds	87.6
1980's	1982	Escarole & Endive	All uses	Availability	Domestic Availability	Million pounds	87.6
1980's	1982	Escarole & Endive	All uses	Availability	Per Capita Availability	Pounds	0.38
1980's	1982	Escarole & Endive	All uses	Season Average Price	Current Dollars	$/cwt	26.6
1980's	1982	Escarole & Endive	All uses	Season Average Price	Constant 2012 Dollars	$/cwt	54.14
1980's	1982	Garbanzo Beans	Dry	Supply	Production	Million pounds	6
1980's	1982	Garbanzo Beans	Dry	Supply	Imports	Million pounds	20.4
1980's	1982	Garbanzo Beans	Dry	Supply	Beginning Stocks	Million pounds	3.2
1980's	1982	Garbanzo Beans	Dry	Supply	Total Supply	Million pounds	29.6
1980's	1982	Garbanzo Beans	Dry	Availability	Exports	Million pounds	0
1980's	1982	Garbanzo Beans	Dry	Availability	Ending Stocks	Million pounds	3.4
1980's	1982	Garbanzo Beans	Dry	Availability	Seed Use	Million pounds	0.4
1980's	1982	Garbanzo Beans	Dry	Availability	Domestic Availability	Million pounds	25.7
1980's	1982	Garbanzo Beans	Dry	Availability	Per Capita Availability	Pounds	0.11
1980's	1982	Garlic	All uses	Supply	Production	Million pounds	169.6
1980's	1982	Garlic	All uses	Supply	Imports	Million pounds	34.5
1980's	1982	Garlic	All uses	Supply	Total Supply	Million pounds	204.1
1980's	1982	Garlic	All uses	Availability	Exports	Million pounds	24.9
1980's	1982	Garlic	All uses	Availability	Seed Use	Million pounds	3.4
1980's	1982	Garlic	All uses	Availability	Domestic Availability	Million pounds	175.8
1980's	1982	Garlic	All uses	Availability	Per Capita Availability	Pounds	0.76
1980's	1982	Garlic	All uses	Season Average Price	Current Dollars	$/cwt	17.9
1980's	1982	Garlic	All uses	Season Average Price	Constant 2012 Dollars	$/cwt	36.43
1980's	1982	Great Northern Beans	Dry	Supply	Production	Million pounds	289.6
1980's	1982	Great Northern Beans	Dry	Supply	Beginning Stocks	Million pounds	121.1
1980's	1982	Great Northern Beans	Dry	Supply	Total Supply	Million pounds	410.7
1980's	1982	Great Northern Beans	Dry	Availability	Exports	Million pounds	154.9
1980's	1982	Great Northern Beans	Dry	Availability	Ending Stocks	Million pounds	134.8
1980's	1982	Great Northern Beans	Dry	Availability	Seed Use	Million pounds	6.3
1980's	1982	Great Northern Beans	Dry	Availability	Domestic Availability	Million pounds	114.7
1980's	1982	Great Northern Beans	Dry	Availability	Per Capita Availability	Pounds	0.49
1980's	1982	Great Northern Beans	Dry	Season Average Price	Current Dollars	$/cwt	20.15
1980's	1982	Great Northern Beans	Dry	Season Average Price	Constant 2012 Dollars	$/cwt	41.01
1980's	1982	Green Lima Beans	Canning	Supply	Production	Million pounds	52.3
1980's	1982	Green Lima Beans	Canning	Supply	Total Supply	Million pounds	52.3
1980's	1982	Green Lima Beans	Canning	Availability	Domestic Availability	Million pounds	52.3
1980's	1982	Green Lima Beans	Canning	Availability	Per Capita Availability	Pounds	0.23
1980's	1982	Green Lima Beans	Canning	Season Average Price	Current Dollars	$/ton	431.73
1980's	1982	Green Lima Beans	Canning	Season Average Price	Constant 2012 Dollars	$/ton	878.71
1980's	1982	Green Lima Beans	Freezing	Supply	Production	Million pounds	93.2
1980's	1982	Green Lima Beans	Freezing	Supply	Beginning Stocks	Million pounds	61.8
