Decade,Year,Commodity,EndUse,Category,Item,Unit,PublishValue
1970's,1972,Celery,All uses,Availability,Per Capita Availability,Pounds,7.13
1970's,1972,Celery,All uses,Season Average Price,Current Dollars,$/cwt,6.42
1970's,1972,Celery,All uses,Season Average Price,Constant 2012 Dollars,$/cwt,27.02
1970's,1972,Cucumbers,Fresh,Supply,Production,Million pounds,470.20
1970's,1972,Cucumbers,Fresh,Supply,Imports,Million pounds,169.50
1970's,1972,Cucumbers,Fresh,Supply,Total Supply,Million pounds,639.70
1970's,1972,Cucumbers,Fresh,Availability,Exports,Million pounds,16.90
1970's,1972,Cucumbers,Fresh,Availability,Domestic Availability,Million pounds,622.80
1970's,1972,Cucumbers,Fresh,Availability,Per Capita Availability,Pounds,2.97
1970's,1972,Cucumbers,Fresh,Season Average Price,Current Dollars,$/cwt,8.14
1970's,1972,Cucumbers,Fresh,Season Average Price,Constant 2012 Dollars,$/cwt,34.26
1970's,1972,Cucumbers,Processing,Supply,Production,Million pounds,1142.30
1970's,1972,Cucumbers,Processing,Supply,Imports,Million pounds,5.00
1970's,1972,Cucumbers,Processing,Supply,Beginning Stocks,Million pounds,401.70
1970's,1972,Cucumbers,Processing,Supply,Total Supply,Million pounds,1549.00
1970's,1972,Cucumbers,Processing,Availability,Exports,Million pounds,3.40
1970's,1972,Cucumbers,Processing,Availability,Ending Stocks,Million pounds,410.10
1970's,1972,Cucumbers,Processing,Availability,Domestic Availability,Million pounds,1135.50
1970's,1972,Cucumbers,Processing,Availability,Per Capita Availability,Pounds,5.41
1970's,1972,Cucumbers,Processing,Season Average Price,Current Dollars,$/ton,94.00
1970's,1972,Cucumbers,Processing,Season Average Price,Constant 2012 Dollars,$/ton,395.61
1970's,1972,Eggplant,All uses,Supply,Production,Million pounds,52.20
1970's,1972,Eggplant,All uses,Supply,Imports,Million pounds,29.00
1970's,1972,Eggplant,All uses,Supply,Total Supply,Million pounds,81.20
1970's,1972,Eggplant,All uses,Availability,Domestic Availability,Million pounds,81.20
1970's,1972,Eggplant,All uses,Availability,Per Capita Availability,Pounds,0.39
1970's,1972,Eggplant,All uses,Season Average Price,Current Dollars,$/cwt,8.68
1970's,1972,Eggplant,All uses,Season Average Price,Constant 2012 Dollars,$/cwt,36.53
1970's,1972,Escarole & Endive,All uses,Supply,Production,Million pounds,118.00
1970's,1972,Escarole & Endive,All uses,Supply,Imports,Million pounds,1.80
1970's,1972,Escarole & Endive,All uses,Supply,Total Supply,Million pounds,119.80
1970's,1972,Escarole & Endive,All uses,Availability,Domestic Availability,Million pounds,119.80
1970's,1972,Escarole & Endive,All uses,Availability,Per Capita Availability,Pounds,0.57
1970's,1972,Escarole & Endive,All uses,Season Average Price,Current Dollars,$/cwt,7.99
1970's,1972,Escarole & Endive,All uses,Season Average Price,Constant 2012 Dollars,$/cwt,33.63
1970's,1972,Garlic,All uses,Supply,Production,Million pounds,66.30
1970's,1972,Garlic,All uses,Supply,Imports,Million pounds,17.70
1970's,1972,Garlic,All uses,Supply,Total Supply,Million pounds,84.00
1970's,1972,Garlic,All uses,Availability,Exports,Million pounds,1.70
1970's,1972,Garlic,All uses,Availability,Seed Use,Million pounds,1.30
1970's,1972,Garlic,All uses,Availability,Domestic Availability,Million pounds,81.00
1970's,1972,Garlic,All uses,Availability,Per Capita Availability,Pounds,0.39
1970's,1972,Garlic,All uses,Season Average Price,Current Dollars,$/cwt,9.84
1970's,1972,Garlic,All uses,Season Average Price,Constant 2012 Dollars,$/cwt,41.41
1970's,1972,Green Lima Beans,Canning,Supply,Production,Million pounds,44.10
1970's,1972,Green Lima Beans,Canning,Supply,Total Supply,Million pounds,44.10
1970's,1972,Green Lima Beans,Canning,Availability,Domestic Availability,Million pounds,44.10
1970's,1972,Green Lima Beans,Canning,Availability,Per Capita Availability,Pounds,0.21
1970's,1972,Green Lima Beans,Canning,Season Average Price,Current Dollars,$/ton,153.00
1970's,1972,Green Lima Beans,Canning,Season Average Price,Constant 2012 Dollars,$/ton,643.91
1970's,1972,Green Lima Beans,Freezing,Supply,Production,Million pounds,137.20
1970's,1972,Green Lima Beans,Freezing,Supply,Imports,Million pounds,0.00
1970's,1972,Green Lima Beans,Freezing,Supply,Beginning Stocks,Million pounds,88.20
1970's,1972,Green Lima Beans,Freezing,Supply,Total Supply,Million pounds,225.40
1970's,1972,Green Lima Beans,Freezing,Availability,Exports,Million pounds,0.00
1970's,1972,Green Lima Beans,Freezing,Availability,Ending Stocks,Million pounds,88.10
1970's,1972,Green Lima Beans,Freezing,Availability,Domestic Availability,Million pounds,137.40
1970's,1972,Green Lima Beans,Freezing,Availability,Per Capita Availability,Pounds,0.65
1970's,1972,Green Lima Beans,Freezing,Season Average Price,Current Dollars,$/ton,225.23
1970's,1972,Green Lima Beans,Freezing,Season Average Price,Constant 2012 Dollars,$/ton,947.90
1970's,1972,Green Peas,Canning,Supply,Production,Million pounds,656.00
1970's,1972,Green Peas,Canning,Supply,Imports,Million pounds,12.20
1970's,1972,Green Peas,Canning,Supply,Beginning Stocks,Million pounds,420.00
1970's,1972,Green Peas,Canning,Supply,Total Supply,Million pounds,1088.10
1970's,1972,Green Peas,Canning,Availability,Exports,Million pounds,3.10
1970's,1972,Green Peas,Canning,Availability,Ending Stocks,Million pounds,427.70
1970's,1972,Green Peas,Canning,Availability,Domestic Availability,Million pounds,657.40
1970's,1972,Green Peas,Canning,Availability,Per Capita Availability,Pounds,3.13
1970's,1972,Green Peas,Canning,Season Average Price,Current Dollars,$/ton,113.00
1970's,1972,Green Peas,Canning,Season Average Price,Constant 2012 Dollars,$/ton,475.57
1970's,1972,Green Peas,Freezing,Supply,Production,Million pounds,376.10
1970's,1972,Green Peas,Freezing,Supply,Imports,Million pounds,0.30
1970's,1972,Green Peas,Freezing,Supply,Beginning Stocks,Million pounds,228.50
1970's,1972,Green Peas,Freezing,Supply,Total Supply,Million pounds,604.90
1970's,1972,Green Peas,Freezing,Availability,Exports,Million pounds,1.90
1970's,1972,Green Peas,Freezing,Availability,Ending Stocks,Million pounds,183.80
1970's,1972,Green Peas,Freezing,Availability,Domestic Availability,Million pounds,419.20
1970's,1972,Green Peas,Freezing,Availability,Per Capita Availability,Pounds,2.00
1970's,1972,Green Peas,Freezing,Season Average Price,Current Dollars,$/ton,111.00
1970's,1972,Green Peas,Freezing,Season Average Price,Constant 2012 Dollars,$/ton,467.15
1970's,1972,Head Lettuce,Fresh,Supply,Production,Million pounds,5047.00
1970's,1972,Head Lettuce,Fresh,Supply,Imports,Million pounds,1.20
1970's,1972,Head Lettuce,Fresh,Supply,Total Supply,Million pounds,5048.20
1970's,1972,Head Lettuce,Fresh,Availability,Exports,Million pounds,338.30
1970's,1972,Head Lettuce,Fresh,Availability,Domestic Availability,Million pounds,4709.90
1970's,1972,Head Lettuce,Fresh,Availability,Per Capita Availability,Pounds,22.44
1970's,1972,Head Lettuce,Fresh,Season Average Price,Current Dollars,$/cwt,5.73
1970's,1972,Head Lettuce,Fresh,Season Average Price,Constant 2012 Dollars,$/cwt,24.12
1970's,1972,Mushrooms,Fresh,Supply,Production,Million pounds,76.70
1970's,1972,Mushrooms,Fresh,Supply,Imports,Million pounds,0.20
1970's,1972,Mushrooms,Fresh,Supply,Total Supply,Million pounds,77.00
1970's,1972,Mushrooms,Fresh,Availability,Exports,Million pounds,0.00
1970's,1972,Mushrooms,Fresh,Availability,Domestic Availability,Million pounds,77.00
1970's,1972,Mushrooms,Fresh,Availability,Per Capita Availability,Pounds,0.36
1970's,1972,Mushrooms,Fresh,Season Average Price,Current Dollars,$/cwt,57.10
1970's,1972,Mushrooms,Fresh,Season Average Price,Constant 2012 Dollars,$/cwt,227.83
1970's,1972,Mushrooms,Processing,Supply,Production,Million pounds,177.30
1970's,1972,Mushrooms,Processing,Supply,Imports,Million pounds,85.80
1970's,1972,Mushrooms,Processing,Supply,Total Supply,Million pounds,263.00
1970's,1972,Mushrooms,Processing,Availability,Exports,Million pounds,0.00
1970's,1972,Mushrooms,Processing,Availability,Domestic Availability,Million pounds,263.00
1970's,1972,Mushrooms,Processing,Availability,Per Capita Availability,Pounds,1.25
1970's,1972,Mushrooms,Processing,Season Average Price,Current Dollars,$/cwt,38.00
1970's,1972,Mushrooms,Processing,Season Average Price,Constant 2012 Dollars,$/cwt,159.93
1970's,1972,Onions,Dehydrating,Supply,Production,Million pounds,409.20
1970's,1972,Onions,Dehydrating,Supply,Imports,Million pounds,3.00
1970's,1972,Onions,Dehydrating,Supply,Beginning Stocks,Million pounds,8.20
1970's,1972,Onions,Dehydrating,Supply,Total Supply,Million pounds,420.30
1970's,1972,Onions,Dehydrating,Availability,Exports,Million pounds,221.80
1970's,1972,Onions,Dehydrating,Availability,Ending Stocks,Million pounds,5.60
1970's,1972,Onions,Dehydrating,Availability,Shrink and Loss,Million pounds,9.10
1970's,1972,Onions,Dehydrating,Availability,Domestic Availability,Million pounds,183.80
1970's,1972,Onions,Dehydrating,Availability,Per Capita Availability,Pounds,0.88
1970's,1972,Onions,Fresh,Supply,Production,Million pounds,2449.50
1970's,1972,Onions,Fresh,Supply,Imports,Million pounds,69.80
1970's,1972,Onions,Fresh,Supply,Beginning Stocks,Million pounds,489.80
1970's,1972,Onions,Fresh,Supply,Total Supply,Million pounds,3009.10
1970's,1972,Onions,Fresh,Availability,Exports,Million pounds,128.80
1970's,1972,Onions,Fresh,Availability,Ending Stocks,Million pounds,398.20
1970's,1972,Onions,Fresh,Availability,Shrink and Loss,Million pounds,236.70
1970's,1972,Onions,Fresh,Availability,Domestic Availability,Million pounds,2245.40
1970's,1972,Onions,Fresh,Availability,Per Capita Availability,Pounds,10.70
1970's,1972,Onions,Fresh,Season Average Price,Current Dollars,$/cwt,6.48
1970's,1972,Onions,Fresh,Season Average Price,Constant 2012 Dollars,$/cwt,27.27
1970's,1972,"Peppers, Bell",All uses,Supply,Production,Million pounds,465.10
1970's,1972,"Peppers, Bell",All uses,Supply,Total Imports,Million pounds,64.90
1970's,1972,"Peppers, Bell",All uses,Supply,Fresh Imports,Million pounds,64.90
1970's,1972,"Peppers, Bell",All uses,Supply,Total Supply,Million pounds,530.00
1970's,1972,"Peppers, Bell",All uses,Availability,Exports,Million pounds,25.50
1970's,1972,"Peppers, Bell",All uses,Availability,Domestic Availability,Million pounds,504.50
1970's,1972,"Peppers, Bell",All uses,Availability,Per Capita Availability,Pounds,2.40
1970's,1972,"Peppers, Bell",All uses,Season Average Price,Current Dollars,$/cwt,12.70
1970's,1972,"Peppers, Bell",All uses,Season Average Price,Constant 2012 Dollars,$/cwt,53.45
1970's,1972,Potatoes,Canning,Supply,Production,Million pounds,443.60
1970's,1972,Potatoes,Canning,Supply,Imports,Million pounds,0.00
1970's,1972,Potatoes,Canning,Supply,Total Supply,Million pounds,443.60
1970's,1972,Potatoes,Canning,Availability,Exports,Million pounds,0.00
1970's,1972,Potatoes,Canning,Availability,Domestic Availability,Million pounds,443.60
1970's,1972,Potatoes,Canning,Availability,Per Capita Availability,Pounds,2.11
1970's,1972,Potatoes,Chips & shoestrings,Supply,Production,Million pounds,3497.70
1970's,1972,Potatoes,Chips & shoestrings,Supply,Imports,Million pounds,0.00
1970's,1972,Potatoes,Chips & shoestrings,Supply,Total Supply,Million pounds,3497.70
1970's,1972,Potatoes,Chips & shoestrings,Availability,Exports,Million pounds,0.00
1970's,1972,Potatoes,Chips & shoestrings,Availability,Domestic Availability,Million pounds,3497.70
1970's,1972,Potatoes,Chips & shoestrings,Availability,Per Capita Availability,Pounds,16.70
1970's,1972,Potatoes,Dehydrating,Supply,Production,Million pounds,2723.60
1970's,1972,Potatoes,Dehydrating,Supply,Imports,Million pounds,7.00
1970's,1972,Potatoes,Dehydrating,Supply,Total Supply,Million pounds,2730.50
1970's,1972,Potatoes,Dehydrating,Availability,Exports,Million pounds,119.80
1970's,1972,Potatoes,Dehydrating,Availability,Domestic Availability,Million pounds,2610.80
1970's,1972,Potatoes,Dehydrating,Availability,Per Capita Availability,Pounds,12.40
1970's,1972,Potatoes,Freezing,Supply,Production,Million pounds,6402.70
1970's,1972,Potatoes,Freezing,Supply,Imports,Million pounds,0.00
1970's,1972,Potatoes,Freezing,Supply,Beginning Stocks,Million pounds,1317.30
1970's,1972,Potatoes,Freezing,Supply,Total Supply,Million pounds,7720.00
1970's,1972,Potatoes,Freezing,Availability,Exports,Million pounds,0.00
1970's,1972,Potatoes,Freezing,Availability,Ending Stocks,Million pounds,1354.50
1970's,1972,Potatoes,Freezing,Availability,Domestic Availability,Million pounds,6365.50
1970's,1972,Potatoes,Freezing,Availability,Per Capita Availability,Pounds,30.30
1970's,1972,Potatoes,Fresh,Supply,Production,Million pounds,12451.50
1970's,1972,Potatoes,Fresh,Supply,Imports,Million pounds,75.60
1970's,1972,Potatoes,Fresh,Supply,Total Supply,Million pounds,12527.10
1970's,1972,Potatoes,Fresh,Availability,Exports,Million pounds,383.80
1970's,1972,Potatoes,Fresh,Availability,Domestic Availability,Million pounds,12143.40
1970's,1972,Potatoes,Fresh,Availability,Per Capita Availability,Pounds,57.90
1970's,1972,Radishes,All uses,Supply,Production,Million pounds,97.00
1970's,1972,Radishes,All uses,Supply,Imports,Million pounds,8.70
1970's,1972,Radishes,All uses,Supply,Total Supply,Million pounds,105.70
1970's,1972,Radishes,All uses,Availability,Domestic Availability,Million pounds,105.70
1970's,1972,Radishes,All uses,Availability,Per Capita Availability,Pounds,0.50
1970's,1972,Snap beans,Canning,Supply,Production,Million pounds,924.20
1970's,1972,Snap beans,Canning,Supply,Imports,Million pounds,0.80
1970's,1972,Snap beans,Canning,Supply,Beginning Stocks,Million pounds,608.90
1970's,1972,Snap beans,Canning,Supply,Total Supply,Million pounds,1533.80
1970's,1972,Snap beans,Canning,Availability,Exports,Million pounds,2.60
1970's,1972,Snap beans,Canning,Availability,Ending Stocks,Million pounds,562.30
1970's,1972,Snap beans,Canning,Availability,Domestic Availability,Million pounds,968.80
1970's,1972,Snap beans,Canning,Availability,Per Capita Availability,Pounds,4.62
1970's,1972,Snap beans,Canning,Season Average Price,Current Dollars,$/ton,98.10
1970's,1972,Snap beans,Canning,Season Average Price,Constant 2012 Dollars,$/ton,412.86
1970's,1972,Snap beans,Freezing,Supply,Production,Million pounds,302.60
1970's,1972,Snap beans,Freezing,Supply,Imports,Million pounds,0.00
1970's,1972,Snap beans,Freezing,Supply,Beginning Stocks,Million pounds,158.30
1970's,1972,Snap beans,Freezing,Supply,Total Supply,Million pounds,460.90
1970's,1972,Snap beans,Freezing,Availability,Exports,Million pounds,1.50
1970's,1972,Snap beans,Freezing,Availability,Ending Stocks,Million pounds,175.80
1970's,1972,Snap beans,Freezing,Availability,Domestic Availability,Million pounds,283.60
1970's,1972,Snap beans,Freezing,Availability,Per Capita Availability,Pounds,1.35
1970's,1972,Snap beans,Freezing,Season Average Price,Current Dollars,$/ton,107.00
1970's,1972,Snap beans,Freezing,Season Average Price,Constant 2012 Dollars,$/ton,450.32
1970's,1972,Snap beans,Fresh,Supply,Production,Million pounds,313.70
1970's,1972,Snap beans,Fresh,Supply,Imports,Million pounds,18.00
1970's,1972,Snap beans,Fresh,Supply,Total Supply,Million pounds,331.70
1970's,1972,Snap beans,Fresh,Availability,Exports,Million pounds,11.10
1970's,1972,Snap beans,Fresh,Availability,Domestic Availability,Million pounds,320.60
1970's,1972,Snap beans,Fresh,Availability,Per Capita Availability,Pounds,1.53
1970's,1972,Snap beans,Fresh,Season Average Price,Current Dollars,$/cwt,14.80
1970's,1972,Snap beans,Fresh,Season Average Price,Constant 2012 Dollars,$/cwt,62.29
1970's,1972,Spinach,Canning,Supply,Production,Million pounds,157.50
1970's,1972,Spinach,Canning,Supply,Beginning Stocks,Million pounds,67.60
1970's,1972,Spinach,Canning,Supply,Total Supply,Million pounds,225.10
1970's,1972,Spinach,Canning,Availability,Ending Stocks,Million pounds,68.10
1970's,1972,Spinach,Canning,Availability,Domestic Availability,Million pounds,157.00
1970's,1972,Spinach,Canning,Availability,Per Capita Availability,Pounds,0.75
1970's,1972,Spinach,Canning,Season Average Price,Current Dollars,$/ton,45.64
1970's,1972,Spinach,Canning,Season Average Price,Constant 2012 Dollars,$/ton,192.07
1970's,1972,Spinach,Freezing,Supply,Production,Million pounds,170.80
1970's,1972,Spinach,Freezing,Supply,Beginning Stocks,Million pounds,62.40
1970's,1972,Spinach,Freezing,Supply,Total Supply,Million pounds,233.20
1970's,1972,Spinach,Freezing,Availability,Exports,Million pounds,1.20
1970's,1972,Spinach,Freezing,Availability,Ending Stocks,Million pounds,70.60
1970's,1972,Spinach,Freezing,Availability,Domestic Availability,Million pounds,161.40
1970's,1972,Spinach,Freezing,Availability,Per Capita Availability,Pounds,0.77
1970's,1972,Spinach,Freezing,Season Average Price,Current Dollars,$/ton,44.13
1970's,1972,Spinach,Freezing,Season Average Price,Constant 2012 Dollars,$/ton,185.74
1970's,1972,Spinach,Fresh,Supply,Production,Million pounds,59.40
1970's,1972,Spinach,Fresh,Supply,Total Supply,Million pounds,59.40
1970's,1972,Spinach,Fresh,Availability,Exports,Million pounds,0.00
1970's,1972,Spinach,Fresh,Availability,Domestic Availability,Million pounds,59.40
1970's,1972,Spinach,Fresh,Availability,Per Capita Availability,Pounds,0.28
1970's,1972,Spinach,Fresh,Season Average Price,Current Dollars,$/cwt,14.80
1970's,1972,Spinach,Fresh,Season Average Price,Constant 2012 Dollars,$/cwt,62.29
1970's,1972,Squash,All uses,Supply,Production,Million pounds,270.80
1970's,1972,Squash,All uses,Supply,Imports,Million pounds,38.50
1970's,1972,Squash,All uses,Supply,Total Supply,Million pounds,309.30
1970's,1972,Squash,All uses,Availability,Domestic Availability,Million pounds,309.30
1970's,1972,Squash,All uses,Availability,Per Capita Availability,Pounds,1.47
1970's,1972,Squash,All uses,Season Average Price,Current Dollars,$/cwt,13.19
1970's,1972,Squash,All uses,Season Average Price,Constant 2012 Dollars,$/cwt,55.51
1970's,1972,Sweet Corn,Canning,Supply,Production,Million pounds,3023.50
1970's,1972,Sweet Corn,Canning,Supply,Beginning Stocks,Million pounds,2357.40
1970's,1972,Sweet Corn,Canning,Supply,Total Supply,Million pounds,5380.90
1970's,1972,Sweet Corn,Canning,Availability,Exports,Million pounds,50.20
1970's,1972,Sweet Corn,Canning,Availability,Ending Stocks,Million pounds,2187.30
1970's,1972,Sweet Corn,Canning,Availability,Domestic Availability,Million pounds,3143.40
1970's,1972,Sweet Corn,Canning,Availability,Per Capita Availability,Pounds,14.98
1970's,1972,Sweet Corn,Canning,Season Average Price,Current Dollars,$/ton,25.00
1970's,1972,Sweet Corn,Canning,Season Average Price,Constant 2012 Dollars,$/ton,105.21
1970's,1972,Sweet Corn,Freezing,Supply,Production,Million pounds,1215.50
1970's,1972,Sweet Corn,Freezing,Supply,Imports,Million pounds,0.00
1970's,1972,Sweet Corn,Freezing,Supply,Beginning Stocks,Million pounds,672.50
1970's,1972,Sweet Corn,Freezing,Supply,Total Supply,Million pounds,1888.00
1970's,1972,Sweet Corn,Freezing,Availability,Exports,Million pounds,6.50
1970's,1972,Sweet Corn,Freezing,Availability,Ending Stocks,Million pounds,763.20
1970's,1972,Sweet Corn,Freezing,Availability,Domestic Availability,Million pounds,1118.30
1970's,1972,Sweet Corn,Freezing,Availability,Per Capita Availability,Pounds,5.33
1970's,1972,Sweet Corn,Freezing,Season Average Price,Current Dollars,$/ton,27.90
1970's,1972,Sweet Corn,Freezing,Season Average Price,Constant 2012 Dollars,$/ton,117.42
1970's,1972,Sweet Corn,Fresh,Supply,Production,Million pounds,1630.40
1970's,1972,Sweet Corn,Fresh,Supply,Imports,Million pounds,0.70
1970's,1972,Sweet Corn,Fresh,Supply,Total Supply,Million pounds,1631.10
1970's,1972,Sweet Corn,Fresh,Availability,Domestic Availability,Million pounds,1631.10
1970's,1972,Sweet Corn,Fresh,Availability,Per Capita Availability,Pounds,7.77
1970's,1972,Sweet Corn,Fresh,Season Average Price,Current Dollars,$/cwt,6.28
1970's,1972,Sweet Corn,Fresh,Season Average Price,Constant 2012 Dollars,$/cwt,26.43
1970's,1972,Sweet Potatoes,All uses,Supply,Production,Million pounds,1217.00
1970's,1972,Sweet Potatoes,All uses,Supply,Beginning Stocks,Million pounds,105.50
1970's,1972,Sweet Potatoes,All uses,Supply,Total Supply,Million pounds,1322.50
1970's,1972,Sweet Potatoes,All uses,Availability,Ending Stocks,Million pounds,141.30
1970's,1972,Sweet Potatoes,All uses,Availability,Seed Use,Million pounds,70.70
1970's,1972,Sweet Potatoes,All uses,Availability,"Feed use, Shrink and Loss",Million pounds,91.40
1970's,1972,Sweet Potatoes,All uses,Availability,Domestic Availability,Million pounds,1019.10
1970's,1972,Sweet Potatoes,All uses,Availability,Per Capita Availability,Pounds,4.86
1970's,1972,Sweet Potatoes,All uses,Season Average Price,Current Dollars,$/cwt,5.73
1970's,1972,Sweet Potatoes,All uses,Season Average Price,Constant 2012 Dollars,$/cwt,24.12
1970's,1972,Tomatoes,Fresh,Supply,Production,Million pounds,2088.50
1970's,1972,Tomatoes,Fresh,Supply,Imports,Million pounds,586.80
1970's,1972,Tomatoes,Fresh,Supply,Total Supply,Million pounds,2675.30
1970's,1972,Tomatoes,Fresh,Availability,Exports,Million pounds,136.80
1970's,1972,Tomatoes,Fresh,Availability,Domestic Availability,Million pounds,2538.50
1970's,1972,Tomatoes,Fresh,Availability,Per Capita Availability,Pounds,12.09
1970's,1972,Tomatoes,Fresh,Season Average Price,Current Dollars,$/cwt,14.80
1970's,1972,Tomatoes,Fresh,Season Average Price,Constant 2012 Dollars,$/cwt,62.29
1970's,1972,Tomatoes,Processing,Supply,Production,Million pounds,11607.40
1970's,1972,Tomatoes,Processing,Supply,Imports,Million pounds,932.10
1970's,1972,Tomatoes,Processing,Supply,Beginning Stocks,Million pounds,5987.90
1970's,1972,Tomatoes,Processing,Supply,Total Supply,Million pounds,18527.40
1970's,1972,Tomatoes,Processing,Availability,Exports,Million pounds,95.90
1970's,1972,Tomatoes,Processing,Availability,Ending Stocks,Million pounds,4815.60
1970's,1972,Tomatoes,Processing,Availability,Domestic Availability,Million pounds,13615.90
1970's,1972,Tomatoes,Processing,Availability,Per Capita Availability,Pounds,64.87
1970's,1972,Tomatoes,Processing,Season Average Price,Current Dollars,$/ton,35.20
1970's,1972,Tomatoes,Processing,Season Average Price,Constant 2012 Dollars,$/ton,148.14
1970's,1972,Total vegetables,Canning,Supply,Production,Million pounds,18805.90
1970's,1972,Total vegetables,Canning,Supply,Imports,Million pounds,962.30
1970's,1972,Total vegetables,Canning,Supply,Beginning Stocks,Million pounds,10832.20
1970's,1972,Total vegetables,Canning,Supply,Total Supply,Million pounds,30600.40
1970's,1972,Total vegetables,Canning,Availability,Exports,Million pounds,160.60
1970's,1972,Total vegetables,Canning,Availability,Ending Stocks,Million pounds,9201.30
1970's,1972,Total vegetables,Canning,Availability,Domestic Availability,Million pounds,21238.50
1970's,1972,Total vegetables,Canning,Availability,Per Capita Availability,Pounds,101.19
1970's,1972,Total vegetables,Canning,Trade Shares,Availability Imported,Percent,4.50
1970's,1972,Total vegetables,Canning,Trade Shares,Supply Exported,Percent,0.50
1970's,1972,Total vegetables,Canning,Total,U.S. Population on July 1,Millions,210.00
1970's,1972,Total vegetables,Freezing,Supply,Production,Million pounds,3314.00
1970's,1972,Total vegetables,Freezing,Supply,Imports,Million pounds,0.30
1970's,1972,Total vegetables,Freezing,Supply,Beginning Stocks,Million pounds,1933.40
1970's,1972,Total vegetables,Freezing,Supply,Total Supply,Million pounds,5247.60
1970's,1972,Total vegetables,Freezing,Availability,Exports,Million pounds,15.30
1970's,1972,Total vegetables,Freezing,Availability,Ending Stocks,Million pounds,2096.80
1970's,1972,Total vegetables,Freezing,Availability,Domestic Availability,Million pounds,3135.50
1970's,1972,Total vegetables,Freezing,Availability,Per Capita Availability,Pounds,14.94
1970's,1972,Total vegetables,Freezing,Trade Shares,Availability Imported,Percent,0.00
1970's,1972,Total vegetables,Freezing,Total,U.S. Population on July 1,Millions,210.00
1970's,1972,Total vegetables,Fresh,Supply,Production,Million pounds,18564.50
1970's,1972,Total vegetables,Fresh,Supply,Imports,Million pounds,1112.90
1970's,1972,Total vegetables,Fresh,Supply,Beginning Stocks,Million pounds,536.50
1970's,1972,Total vegetables,Fresh,Supply,Total Supply,Million pounds,20213.80
1970's,1972,Total vegetables,Fresh,Availability,Exports,Million pounds,957.00
1970's,1972,Total vegetables,Fresh,Availability,Ending Stocks,Million pounds,458.80
1970's,1972,Total vegetables,Fresh,Availability,Shrink and Loss,Million pounds,258.00
1970's,1972,Total vegetables,Fresh,Availability,Domestic Availability,Million pounds,18540.00
1970's,1972,Total vegetables,Fresh,Availability,Per Capita Availability,Pounds,88.33
1970's,1972,Total vegetables,Fresh,Trade Shares,Availability Imported,Percent,6.00
1970's,1972,Total vegetables,Fresh,Trade Shares,Supply Exported,Percent,4.70
1970's,1972,Total vegetables,Fresh,Total,U.S. Population on July 1,Millions,210.00
1970's,1973,Artichokes,All uses,Supply,Production,Million pounds,60.00
1970's,1973,Artichokes,All uses,Supply,Imports,Million pounds,43.50
1970's,1973,Artichokes,All uses,Supply,Total Supply,Million pounds,103.50
1970's,1973,Artichokes,All uses,Availability,Domestic Availability,Million pounds,103.50
1970's,1973,Artichokes,All uses,Availability,Per Capita Availability,Pounds,0.49
1970's,1973,Artichokes,All uses,Season Average Price,Current Dollars,$/cwt,14.50
1970's,1973,Artichokes,All uses,Season Average Price,Constant 2012 Dollars,$/cwt,57.85
1970's,1973,Asparagus,Canning,Supply,Production,Million pounds,123.60
1970's,1973,Asparagus,Canning,Supply,Imports,Million pounds,15.30
1970's,1973,Asparagus,Canning,Supply,Beginning Stocks,Million pounds,59.90
1970's,1973,Asparagus,Canning,Supply,Total Supply,Million pounds,198.80
1970's,1973,Asparagus,Canning,Availability,Exports,Million pounds,4.50
1970's,1973,Asparagus,Canning,Availability,Ending Stocks,Million pounds,57.60
1970's,1973,Asparagus,Canning,Availability,Domestic Availability,Million pounds,136.70
1970's,1973,Asparagus,Canning,Availability,Per Capita Availability,Pounds,0.64
1970's,1973,Asparagus,Canning,Season Average Price,Current Dollars,$/ton,486.00
1970's,1973,Asparagus,Canning,Season Average Price,Constant 2012 Dollars,$/ton,1939.11
1970's,1973,Asparagus,Freezing,Supply,Production,Million pounds,44.90
1970's,1973,Asparagus,Freezing,Supply,Imports,Million pounds,0.00
1970's,1973,Asparagus,Freezing,Supply,Beginning Stocks,Million pounds,41.60
1970's,1973,Asparagus,Freezing,Supply,Total Supply,Million pounds,86.50
1970's,1973,Asparagus,Freezing,Availability,Exports,Million pounds,0.40
1970's,1973,Asparagus,Freezing,Availability,Ending Stocks,Million pounds,33.70
1970's,1973,Asparagus,Freezing,Availability,Domestic Availability,Million pounds,52.40
1970's,1973,Asparagus,Freezing,Availability,Per Capita Availability,Pounds,0.25
1970's,1973,Asparagus,Freezing,Season Average Price,Current Dollars,$/ton,427.00
1970's,1973,Asparagus,Freezing,Season Average Price,Constant 2012 Dollars,$/ton,1703.71
1970's,1973,Asparagus,Fresh,Supply,Production,Million pounds,88.00
1970's,1973,Asparagus,Fresh,Supply,Imports,Million pounds,7.30
1970's,1973,Asparagus,Fresh,Supply,Total Supply,Million pounds,95.30
1970's,1973,Asparagus,Fresh,Availability,Exports,Million pounds,10.50
1970's,1973,Asparagus,Fresh,Availability,Domestic Availability,Million pounds,84.80
1970's,1973,Asparagus,Fresh,Availability,Per Capita Availability,Pounds,0.40
1970's,1973,Asparagus,Fresh,Season Average Price,Current Dollars,$/cwt,31.10
1970's,1973,Asparagus,Fresh,Season Average Price,Constant 2012 Dollars,$/cwt,124.09
